Benutzer,Spiel,SpielzeitInStunden,Genre,Tags
5_45,Paladins,45.3,"Action, Adventure, Massively Multiplayer, Strategy, Free to Play","{'Hero Shooter': 50362, 'Free to Play': 5325, 'Multiplayer': 3326, 'FPS': 3203, 'Shooter': 2804, 'Action': 2254, 'Team-Based': 2220, 'First-Person': 1807, 'PvP': 1758, 'MOBA': 1681, 'Online Co-Op': 1555, 'Fantasy': 1225, 'Controller': 1177, 'Strategy': 1113, 'Co-op': 1089, 'Character Customization': 1078, 'Massively Multiplayer': 1074, 'Adventure': 1066, 'Colorful': 1065, 'Funny': 1054}"
5_45,Dota Underlords,37.3,"Casual, Free to Play, Strategy","{'Free to Play': 714, 'Strategy': 589, 'Auto Battler': 490, 'Casual': 478, 'Multiplayer': 255, 'Tactical': 187, 'Chess': 182, 'Turn-Based Tactics': 177, 'Turn-Based': 143, 'Mature': 100, 'Competitive': 84, 'Fantasy': 67, 'Board Game': 62, 'Card Game': 59, 'Deckbuilding': 55, 'Singleplayer': 53, 'PvP': 42, 'Co-op': 39, 'Automation': 37, 'MOBA': 28}"
5_45,Team Fortress 2,34.1,"Action, Free to Play","{'Free to Play': 62521, 'Hero Shooter': 60926, 'Multiplayer': 22598, 'FPS': 15503, 'Shooter': 12582, 'Action': 11981, 'Class-Based': 9687, 'Team-Based': 9294, 'Funny': 9231, 'First-Person': 7809, 'Online Co-Op': 7240, 'Competitive': 7018, 'Cartoony': 7012, 'Trading': 6748, 'Co-op': 5742, 'Comedy': 5277, 'Robots': 4862, 'Tactical': 3941, 'Cartoon': 3884, 'Crafting': 3645}"
5_45,Rocket League,25.9,"Action, Indie, Racing, Sports","{'Multiplayer': 6583, 'Football (Soccer)': 5224, 'Competitive': 4556, 'Sports': 3996, 'Racing': 3878, 'Team-Based': 3411, 'Online Co-Op': 2859, 'Football (American)': 2413, 'Fast-Paced': 2203, 'Co-op': 2141, 'Action': 1935, 'Funny': 1896, 'Great Soundtrack': 1668, 'Local Multiplayer': 1616, 'Split Screen': 1488, 'Local Co-Op': 1349, 'Singleplayer': 1232, '4 Player Local': 1212, 'Casual': 1202, 'Indie': 879}"
5_45,Sleeping Dogs: Definitive Edition,13.4,"Action, Adventure, Racing","{'Open World': 780, 'Action': 584, 'Martial Arts': 499, 'Crime': 434, 'Singleplayer': 397, 'Third Person': 356, 'Story Rich': 349, 'Adventure': 281, 'Parkour': 281, 'Multiplayer': 258, 'Gore': 230, 'Racing': 220, 'Mature': 212, 'Atmospheric': 206, 'Shooter': 181, 'Third-Person Shooter': 154, 'Sandbox': 150, 'Great Soundtrack': 128, 'Fighting': 102, 'Remake': 57}"
5_45,Cities: Skylines,11.9,"Simulation, Strategy","{'City Builder': 5009, 'Simulation': 3623, 'Building': 3042, 'Management': 2503, 'Strategy': 2341, 'Sandbox': 2151, 'Singleplayer': 2055, 'Moddable': 1783, 'Economy': 1779, 'Resource Management': 1403, 'Mod': 1282, 'Realistic': 1017, 'Replay Value': 801, 'Casual': 750, 'Modern': 644, 'Real-Time with Pause': 626, 'Family Friendly': 598, 'Great Soundtrack': 498, 'Funny': 327, 'Action': 148}"
5_45,Human Fall Flat,5.9,"Adventure, Casual, Indie, Simulation","{'Co-op': 2045, 'Funny': 1950, 'Puzzle': 1914, 'Adventure': 1893, 'Physics': 1872, 'Sandbox': 1835, 'Puzzle-Platformer': 1826, 'Action': 1826, 'Open World': 1814, 'Multiplayer': 1754, 'Local Co-Op': 701, 'Indie': 657, 'Comedy': 592, 'Local Multiplayer': 582, 'Parkour': 566, 'Casual': 410, 'Split Screen': 350, '3D Platformer': 347, 'Singleplayer': 344, 'Simulation': 263}"
5_45,Counter-Strike: Source,4.3,Action,"{'Shooter': 5313, 'FPS': 3186, 'Action': 3172, 'Multiplayer': 2544, 'Team-Based': 1705, 'First-Person': 1508, 'Competitive': 1362, 'Tactical': 1353, 'PvP': 1038, 'e-sports': 978, 'Military': 775, 'War': 654, 'Strategy': 527, 'Moddable': 511, 'Singleplayer': 411, 'Difficult': 396, 'Atmospheric': 307, 'Survival': 285, 'Simulation': 247, 'Sandbox': 209}"
5_45,PAYDAY 2,3.9,"Action, RPG","{'Co-op': 9794, 'Action': 7551, 'FPS': 7504, 'Heist': 7044, 'Multiplayer': 6266, 'Looter Shooter': 6233, 'Online Co-Op': 6144, 'Stealth': 6122, 'Crime': 5654, 'Shooter': 4812, 'Team-Based': 4324, 'First-Person': 4282, 'Great Soundtrack': 4113, 'Gun Customization': 3696, 'Tactical': 3389, 'PvE': 2760, 'Strategy': 2328, 'Singleplayer': 2168, 'Funny': 1630, 'Simulation': 1577}"
5_45,For Honor,3.2,Action,"{'Medieval': 4020, 'Swordplay': 1221, 'Action': 1191, 'Multiplayer': 1114, 'Fighting': 1036, 'PvP': 1029, 'Third Person': 911, 'War': 802, 'Co-op': 674, 'Gore': 667, 'Singleplayer': 638, 'Online Co-Op': 607, 'Hack and Slash': 517, 'Realistic': 477, 'Strategy': 436, 'Atmospheric': 394, 'RPG': 335, 'Fantasy': 322, 'MOBA': 291, 'Story Rich': 287}"
5_45,Supraball,2.1,"Action, Casual, Free to Play, Indie, Sports","{'Sports': 113, 'Multiplayer': 88, 'Free to Play': 85, 'First-Person': 63, 'e-sports': 59, 'Indie': 46, 'Football (Soccer)': 45, 'Casual': 43, 'Action': 39, 'FPS': 25, 'Strategy': 22, 'Early Access': 21, 'Co-op': 19, 'Team-Based': 17, 'Funny': 16, 'Singleplayer': 13, 'Controller': 11, 'Competitive': 10}"
5_45,Realm Royale Reforged,1.55,"Casual, Indie","{'Psychological': 275, 'Atmospheric': 269, 'Abstract': 265, 'Casual': 264, 'Minimalist': 260, 'Story Rich': 254, 'Emotional': 237, 'Puzzle': 229, 'Multiple Endings': 220, 'Isometric': 210, 'Dark': 200, 'Drama': 189, 'Logic': 176, 'Stylized': 174, '2D Platformer': 159, 'Puzzle-Platformer': 143, '2D': 126, 'Third Person': 108, 'Text-Based': 89, 'Colorful': 69}"
5_45,DiRT Showdown,1.28,"Adventure, Indie, Strategy","{'Horror': 296, 'Psychological Horror': 290, 'Supernatural': 286, 'Survival Horror': 281, 'Exploration': 275, 'Dark': 265, 'Adventure': 261, 'First-Person': 258, 'Strategy': 251, 'Surreal': 250, 'Action-Adventure': 220, 'Psychedelic': 209, 'Psychological': 197, 'Survival': 183, 'Stylized': 181, 'Mystery': 165, 'Robots': 148, 'Sci-fi': 130, 'Stealth': 111, '3D': 91}"
5_45,Rust,0.88,"Action, Adventure, Indie, Massively Multiplayer, RPG","{'Survival': 17905, 'Crafting': 11359, 'Multiplayer': 11287, 'Open World': 10728, 'Open World Survival Craft': 8392, 'Building': 7995, 'PvP': 7284, 'Sandbox': 7006, 'Adventure': 5652, 'First-Person': 5081, 'Action': 4670, 'Nudity': 4541, 'FPS': 4528, 'Shooter': 3658, 'Co-op': 3628, 'Online Co-Op': 3583, 'Indie': 3008, 'Early Access': 2864, 'Post-apocalyptic': 2810, 'Simulation': 2471}"
5_45,War Thunder,0.88,"Action, Massively Multiplayer, Simulation, Free to Play","{'Free to Play': 5879, 'Vehicular Combat': 4935, 'Combat': 4629, 'World War II': 3900, 'VR': 3851, 'Flight': 3809, 'War': 3725, 'Military': 3712, 'Tanks': 3681, 'Naval Combat': 3599, 'Simulation': 3562, 'Modern': 3538, 'Massively Multiplayer': 3532, 'Cold War': 3528, 'Action': 3516, 'Multiplayer': 3513, 'Realistic': 3511, 'Shooter': 3502, 'Third-Person Shooter': 3478, 'Third Person': 3473}"
5_45,Streamline,0.75,"Action, Casual, Indie, Strategy","{'Action': 25, 'Strategy': 24, 'Indie': 23, 'Casual': 22}"
5_45,Z1 Battle Royale,0.73,"Action, Adventure, Free to Play, Massively Multiplayer","{'Survival': 2848, 'Massively Multiplayer': 1667, 'Multiplayer': 1635, 'Open World': 1528, 'Battle Royale': 1449, 'PvP': 1242, 'FPS': 1170, 'Action': 1083, 'Shooter': 1073, 'Free to Play': 958, 'Third-Person Shooter': 841, 'Zombies': 758, 'Co-op': 638, 'Early Access': 621, 'Online Co-Op': 615, 'Adventure': 570, 'First-Person': 503, 'Violent': 469, 'Gore': 354, 'Walking Simulator': 343}"
5_45,BLOCKPOST LEGACY,0.52,"Action, Indie, Free to Play","{'Free to Play': 616, 'FPS': 369, 'Multiplayer': 285, 'Pixel Graphics': 270, 'Action': 245, 'Shooter': 234, 'First-Person': 144, 'Indie': 109, 'Massively Multiplayer': 85, 'Building': 84, 'Co-op': 66, 'Early Access': 62, 'Online Co-Op': 55, 'Funny': 50, 'Zombies': 42, 'Survival': 36, 'Gore': 30, 'Fast-Paced': 29, 'Singleplayer': 28, 'Simulation': 23}"
5_45,SMITE,0.52,"Action, Adventure, Casual, Massively Multiplayer, RPG, Strategy, Free to Play","{'Free to Play': 2641, 'MOBA': 1560, 'Multiplayer': 1272, 'Action': 1044, 'Third Person': 1034, 'Strategy': 938, 'Mythology': 937, 'MMORPG': 930, 'Team-Based': 746, 'Nostalgia': 731, 'Competitive': 701, 'Anime': 682, 'PvP': 662, 'Co-op': 650, 'e-sports': 579, 'Massively Multiplayer': 573, 'RPG': 569, 'Casual': 567, 'Adventure': 566, 'Strategy RPG': 563}"
5_45,Tom Clancy's Ghost Recon Wildlands Open Beta,0.5,"Action, Adventure","{'Open World': 1819, 'Shooter': 1453, 'Co-op': 1131, 'Multiplayer': 1123, 'Stealth': 1114, 'Tactical': 1089, 'Action': 1079, 'Singleplayer': 1054, 'Third-Person Shooter': 916, 'Military': 901, 'FPS': 662, 'Online Co-Op': 647, 'Third Person': 592, 'Adventure': 583, 'Survival': 481, 'Strategy': 406, 'Sandbox': 392, 'First-Person': 386, 'Atmospheric': 331, 'PvP': 282}"
5_45,A grande bagunça espacial - The big space mess,0.48,"Action, Casual, Indie","{'Action': 113, 'Indie': 46, 'Casual': 41, 'Psychological Horror': 19, 'Comedy': 11, 'Memes': 11, 'Funny': 10, 'Horror': 8, ""Shoot 'Em Up"": 5, 'Nudity': 5}"
5_45,Ace of Words,0.48,"Casual, Indie","{'Casual': 56, 'Indie': 46, 'Word Game': 31, 'Puzzle': 25, 'Singleplayer': 11}"
5_45,Crystals of Time,0.48,"Casual, Indie","{'Hidden Object': 57, 'Casual': 39, 'Indie': 33, 'Puzzle': 25, 'Point & Click': 25, 'Adventure': 15, 'Female Protagonist': 9, 'Singleplayer': 5}"
5_45,Heaven Island - VR MMO,0.48,"Adventure, Indie, Massively Multiplayer","{'Walking Simulator': 139, 'Adventure': 54, 'Indie': 52, 'Massively Multiplayer': 45, 'VR': 41, 'Exploration': 25, 'Open World': 19, 'Multiplayer': 19, 'Casual': 14, 'Relaxing': 14, 'Simulation': 6}"
5_45,Heaven Island Life,0.48,"Indie, Simulation","{'Indie': 145, 'Simulation': 35, 'VR': 34, 'Walking Simulator': 10}"
5_45,Mountain Crime: Requital,0.48,"Adventure, Casual","{'Casual': 56, 'Adventure': 50, 'Hidden Object': 37, 'Point & Click': 26, 'Singleplayer': 12, 'Indie': 10, 'Addictive': 9}"
5_45,Overcast - Walden and the Werewolf,0.48,"Action, Adventure, Indie","{'Horror': 132, 'Indie': 75, 'Adventure': 70, 'Action': 66, 'First-Person': 45, 'FPS': 32, 'Singleplayer': 32, 'Werewolves': 28, 'Great Soundtrack': 23, 'Shooter': 6}"
5_45,Sniper Elite V2,0.48,Action,"{'Sniper': 870, 'Action': 624, 'Stealth': 460, 'World War II': 382, 'Co-op': 307, 'Shooter': 301, 'Third-Person Shooter': 276, 'Multiplayer': 265, 'Singleplayer': 225, 'Third Person': 218, 'War': 167, 'Bullet Time': 163, 'FPS': 157, 'Tactical': 118, 'Online Co-Op': 108, 'Historical': 96, 'Gore': 94, 'Strategy': 83, 'Simulation': 79, 'Adventure': 78}"
5_45,Sparkle 2 Evo,0.48,,"{'Casual': 137, 'Indie': 121, 'Simulation': 108, 'Action': 99, 'Singleplayer': 96, 'Relaxing': 90, 'Colorful': 88, 'Atmospheric': 86, 'Controller': 81, 'Strategy': 80, 'Psychedelic': 77, 'Adventure': 77, '2D': 75, 'Short': 72, 'Touch-Friendly': 65, 'Top-Down': 51, 'Horror': 49, 'Racing': 47, 'Ambient': 39, 'Arcade': 35}"
5_45,Wild Island Quest,0.48,"Adventure, Indie","{'Indie': 31, 'Adventure': 29, 'Visual Novel': 18, 'Choices Matter': 17, 'Interactive Fiction': 16, 'Multiple Endings': 15, 'Choose Your Own Adventure': 14}"
5_45,Woodle Tree Adventures,0.48,"Action, Adventure, Indie","{'Indie': 164, 'Platformer': 98, 'Adventure': 90, 'Cute': 63, '3D Platformer': 61, 'Action': 59, 'Family Friendly': 53, 'Local Co-Op': 38, 'Casual': 31, 'Colorful': 25, 'Singleplayer': 21, 'Short': 21, 'Multiplayer': 15, 'Anime': 5}"
5_45,Loadout,0.47,"Action, Free to Play, Indie","{'Free to Play': 3176, 'Third-Person Shooter': 1817, 'Action': 1796, 'Gore': 1563, 'Multiplayer': 1482, 'Gun Customization': 1406, 'Shooter': 1088, 'Funny': 1027, 'Fast-Paced': 958, 'Indie': 569, 'Comedy': 564, 'Mature': 544, 'Character Customization': 494, 'Third Person': 346, 'Blood': 269, 'Cartoony': 237, 'Massively Multiplayer': 234, 'Co-op': 227, 'Crafting': 193, 'Arena Shooter': 185}"
5_45,Splitgate,0.4,"Adventure, Indie, RPG, Simulation, Strategy","{'Tabletop': 161, 'Party-Based RPG': 155, 'Dungeons & Dragons': 152, 'Level Editor': 147, 'Dungeon Crawler': 144, 'RPG': 134, 'Tactical RPG': 131, 'Wargame': 129, '2D': 126, '3D': 121, 'Hand-drawn': 119, 'Top-Down': 117, 'Simulation': 108, 'Co-op': 106, 'Multiplayer': 97, 'Online Co-Op': 94, 'Singleplayer': 86, 'Choices Matter': 84, 'Open World': 78, 'Story Rich': 74}"
5_45,Brawl of Ages,0.37,"Action, Free to Play, Strategy","{'Free to Play': 123, 'Strategy': 75, 'Action': 62, 'Multiplayer': 44, 'Card Game': 40, 'Early Access': 27, 'Tower Defense': 18}"
5_45,World of Tanks Blitz,0.35,"Action, Massively Multiplayer, Simulation, Strategy, Free to Play","{'Tanks': 2867, 'Free to Play': 1913, 'Shooter': 1895, 'Action': 1880, 'FPS': 1877, 'Strategy': 1012, 'Massively Multiplayer': 1004, 'Real Time Tactics': 1001, 'PvP': 1000, 'World War II': 992, 'Multiplayer': 990, 'Online Co-Op': 987, 'Team-Based': 986, 'War': 984, 'Realistic': 981, 'Competitive': 980, '3D Platformer': 977, 'Singleplayer': 973, 'Military': 972, 'Vehicular Combat': 492}"
5_45,Clicker Heroes,0.33,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Free to Play","{'Clicker': 2054, 'Idler': 1374, 'Casual': 1362, '2D': 1357, 'Management': 1353, 'Indie': 1347, 'Free to Play': 1343, 'Funny': 1341, 'Strategy': 703, 'Multiplayer': 696, 'RPG': 689, 'Fantasy': 682, 'Family Friendly': 680, 'Adventure': 674, 'Simulation': 670, 'Touch-Friendly': 667, 'Action': 662, 'Singleplayer': 660, 'Addictive': 283, 'Illuminati': 280}"
5_45,Ember Strike,0.3,"Action, Free to Play, Indie, Early Access","{'Free to Play': 52, 'Early Access': 42, 'Indie': 29, 'Action': 27, 'Match 3': 18, 'Massively Multiplayer': 14, 'Puzzle': 13}"
5_45,TrackMania Nations Forever,0.28,Racing,"{'Racing': 732, 'Free to Play': 504, 'Multiplayer': 341, 'Automobile Sim': 327, 'Singleplayer': 234, 'Level Editor': 197, 'Arcade': 164, 'Competitive': 138, 'Simulation': 133, 'Controller': 124, 'Massively Multiplayer': 107, 'Action': 94, 'Sports': 91, 'Difficult': 73, 'Sandbox': 68, 'Casual': 60, 'Adventure': 49, 'Co-op': 46, 'First-Person': 45, 'Indie': 34}"
5_45,Animation Throwdown: The Quest for Cards,0.25,"Adventure, Free to Play, RPG, Strategy","{'Free to Play': 180, 'Card Game': 127, 'Strategy': 110, 'Adventure': 85, 'RPG': 75, 'Multiplayer': 59, 'Memes': 53, 'Trading Card Game': 52, 'Funny': 43, 'Comedy': 38, 'Casual': 35, 'Psychological Horror': 30, 'Cartoon': 29, 'Sexual Content': 26, 'Singleplayer': 20, 'Anime': 16, 'Story Rich': 16, 'Female Protagonist': 14, '2D': 13, 'Action': 12}"
5_45,Crazy Killer,0.18,"Action, Indie","{'Action': 51, 'Third-Person Shooter': 44, 'Indie': 42, 'Shooter': 37, 'Third Person': 34, 'Singleplayer': 28, 'Gore': 21}"
5_45,Path of Exile,0.13,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free to Play","{'Free to Play': 17157, 'Dark Fantasy': 3898, 'Action RPG': 3732, 'Hack and Slash': 3405, 'Loot': 3057, 'MMORPG': 3042, 'Multiplayer': 3041, 'Dungeon Crawler': 3021, 'Character Customization': 3010, 'Isometric': 3001, 'Inventory Management': 2991, 'RPG': 2990, 'Online Co-Op': 2984, 'Singleplayer': 2983, 'Action': 2977, 'PvP': 2966, 'Horror': 2959, 'Massively Multiplayer': 2187, 'Fantasy': 1395, 'Adventure': 1284}"
5_45,DiggerOnline,0.1,"Action, Adventure","{'Story Rich': 1932, 'Action': 1762, 'Atmospheric': 1582, 'Realistic': 1499, 'Shooter': 1446, 'Survival': 1406, 'First-Person': 1373, 'Open World': 1291, 'Multiplayer': 1255, 'Family Friendly': 1198, 'Sandbox': 1192, 'Comedy': 1089, 'Building': 1027, 'Co-op': 1007, 'Zombies': 914, 'Adventure': 820, 'Simulation': 800, 'RPG': 700, 'Indie': 669, 'Crafting': 634}"
5_45,Soccer Online: Ball 3D,0.1,Sports,"{'Football (Soccer)': 213, 'Sports': 207, 'Multiplayer': 163, 'Competitive': 160, 'PvP': 157, 'e-sports': 151, 'Team-Based': 147, 'PvE': 143, 'Online Co-Op': 140, '3D': 137, 'First-Person': 132, 'Simulation': 125, 'Realistic': 120, 'Co-op': 115, 'Family Friendly': 111, 'Singleplayer': 104, 'Action': 96, 'Funny': 69, 'Fast-Paced': 53, 'Indie': 49}"
5_45,UnnyWorld,0.08,"Casual, Indie","{'Casual': 42, 'Indie': 20, 'Puzzle': 5}"
5_45,Business Tour - Online Multiplayer Board Game,0.07,"Adventure, Casual, Indie, Massively Multiplayer, Simulation, Strategy, Free to Play","{'Board Game': 1076, 'Free to Play': 981, 'Multiplayer': 658, 'Strategy': 551, 'Casual': 482, 'Massively Multiplayer': 381, 'Indie': 319, 'Co-op': 300, 'Capitalism': 280, 'Online Co-Op': 276, 'Funny': 276, 'Management': 269, 'Family Friendly': 265, 'Adventure': 259, 'Singleplayer': 257, 'Simulation': 255, 'Trading': 254, 'Tabletop': 248, 'Psychological Horror': 238, 'Comedy': 212}"
CaRtMaN^,Counter-Strike 2,4152.2,Action,"{'Action': 5473, 'FPS': 4898, 'Multiplayer': 3445, 'Shooter': 3395, 'Classic': 2822, 'Team-Based': 1896, 'First-Person': 1737, 'Competitive': 1632, 'Tactical': 1370, ""1990's"": 1231, 'e-sports': 1215, 'PvP': 907, 'Old School': 807, 'Military': 647, 'Strategy': 628, 'Survival': 312, 'Score Attack': 296, '1980s': 276, 'Assassin': 237, 'Nostalgia': 180}"
CaRtMaN^,Counter-Strike,3374.9,Action,"{'Action': 5473, 'FPS': 4898, 'Multiplayer': 3445, 'Shooter': 3395, 'Classic': 2822, 'Team-Based': 1896, 'First-Person': 1737, 'Competitive': 1632, 'Tactical': 1370, ""1990's"": 1231, 'e-sports': 1215, 'PvP': 907, 'Old School': 807, 'Military': 647, 'Strategy': 628, 'Survival': 312, 'Score Attack': 296, '1980s': 276, 'Assassin': 237, 'Nostalgia': 180}"
CaRtMaN^,PUBG: BATTLEGROUNDS,342.6,"Action, Adventure, Massively Multiplayer, Free to Play","{'Survival': 14626, 'Shooter': 12485, 'Battle Royale': 10698, 'Multiplayer': 10655, 'FPS': 8248, 'PvP': 7599, 'Third-Person Shooter': 7206, 'Action': 5926, 'Online Co-Op': 5268, 'Tactical': 4973, 'Co-op': 4246, 'First-Person': 4004, 'Strategy': 3049, 'Early Access': 2802, 'Competitive': 2356, 'Third Person': 2305, 'Team-Based': 2019, 'Difficult': 1696, 'Simulation': 1342, 'Stealth': 1254}"
CaRtMaN^,RISK: Global Domination,62.3,"Casual, Strategy, Free to Play","{'Free to Play': 312, 'Multiplayer': 252, 'Board Game': 252, 'Strategy': 243, 'War': 162, 'Turn-Based Strategy': 161, 'Turn-Based': 120, 'Tactical': 110, 'Singleplayer': 109, 'Casual': 97, 'Tabletop': 95, 'Turn-Based Tactics': 94, 'Local Co-Op': 92, 'Classic': 67, 'Online Co-Op': 48, 'Indie': 47, 'Grand Strategy': 44, 'Local Multiplayer': 34, 'Psychological Horror': 27, 'Massively Multiplayer': 14}"
CaRtMaN^,Dead by Daylight,52.3,Action,"{'Horror': 40134, 'Survival Horror': 9390, 'Multiplayer': 9349, 'Online Co-Op': 7176, 'Co-op': 6801, 'Survival': 6774, 'Gore': 6734, 'Team-Based': 6650, 'Blood': 6618, 'Stealth': 6617, 'Third Person': 6604, 'Violent': 6590, 'First-Person': 6573, 'Psychological Horror': 6537, 'Action': 6503, 'Atmospheric': 6460, 'Strategy': 2138, 'Comedy': 2084, 'Mature': 1852, 'Difficult': 1508}"
CaRtMaN^,Brotato,44.8,"Action, Casual, Indie, RPG","{'Sci-fi': 683, 'Action Roguelike': 681, 'Survival': 657, 'Bullet Hell': 623, 'Rogue-lite': 620, 'Singleplayer': 611, 'Action': 601, 'Hack and Slash': 595, 'Arena Shooter': 589, 'Arcade': 561, 'Shooter': 557, 'Top-Down Shooter': 551, 'Controller': 549, 'Casual': 542, 'Combat': 541, 'RPG': 540, '2D': 531, 'Post-apocalyptic': 468, 'Funny': 463, 'Procedural Generation': 459}"
CaRtMaN^,Worms Armageddon,41.7,Strategy,"{'Strategy': 209, 'Multiplayer': 198, 'Classic': 159, 'Turn-Based': 138, 'Turn-Based Strategy': 123, 'Funny': 111, '2D': 106, 'Local Multiplayer': 99, 'Comedy': 79, 'Co-op': 68, 'Physics': 66, 'Local Co-Op': 50, 'Action': 46, 'Party': 41, 'Platformer': 40, 'Singleplayer': 40, ""1990's"": 37, 'Retro': 33, 'Online Co-Op': 23, 'Adventure': 21}"
CaRtMaN^,The Walking Dead,34.8,Adventure,"{'Zombies': 1795, 'Story Rich': 1460, 'Adventure': 1447, 'Point & Click': 1154, 'Episodic': 1116, 'Singleplayer': 1011, 'Choices Matter': 967, 'Drama': 776, 'Horror': 761, 'Emotional': 710, 'Mature': 600, 'Atmospheric': 550, 'Choose Your Own Adventure': 534, 'Post-apocalyptic': 454, 'Comic Book': 451, 'Survival': 418, 'Quick-Time Events': 334, 'Gore': 308, 'Action': 294, 'Third Person': 260}"
CaRtMaN^,DayZ,32.7,"Action, Adventure, Massively Multiplayer","{'Survival': 15608, 'Online Co-Op': 10392, 'Open World': 10316, 'Multiplayer': 10303, 'PvP': 10285, 'Action': 10283, 'Shooter': 10281, 'Post-apocalyptic': 10272, 'Massively Multiplayer': 10263, 'Horror': 10261, 'FPS': 10255, 'Simulation': 10254, 'First-Person': 10248, 'Survival Horror': 10245, 'Sandbox': 10244, 'Adventure': 10239, 'Co-op': 10239, 'Atmospheric': 10237, 'Choose Your Own Adventure': 10236, 'Zombies': 10233}"
CaRtMaN^,Age of Empires II (2013),30.3,"Software Training, Utilities","{'Utilities': 23, 'Software Training': 21}"
CaRtMaN^,Tomb Raider,30.0,"Action, Adventure","{'Adventure': 3090, 'Action': 2706, 'Female Protagonist': 1887, 'Third Person': 1571, 'Singleplayer': 1472, 'Story Rich': 1273, 'Third-Person Shooter': 1233, 'Multiplayer': 1187, 'Exploration': 1092, 'Action-Adventure': 866, 'Quick-Time Events': 850, 'Atmospheric': 799, 'Shooter': 769, 'Puzzle': 765, 'Stealth': 749, 'Cinematic': 586, 'Platformer': 451, 'RPG': 389, 'Reboot': 361, '3D Vision': 272}"
CaRtMaN^,South Park™: The Stick of Truth™,27.4,"Action, Adventure, RPG","{'RPG': 2528, 'Comedy': 2154, 'Adventure': 1522, 'Funny': 1412, 'Turn-Based': 1018, 'Dark Humor': 1016, 'Singleplayer': 776, 'Action': 738, 'Mature': 706, '2D': 581, 'Satire': 544, 'Nudity': 506, 'Cartoon': 370, 'Open World': 350, 'Story Rich': 305, 'Fantasy': 284, 'Epic': 251, 'Turn-Based Strategy': 245, 'Zombies': 189, 'JRPG': 83}"
CaRtMaN^,"Warhammer 40,000: Space Marine - Anniversary Edition",23.2,Action,"{'Warhammer 40K': 729, 'Action': 453, 'Third-Person Shooter': 383, 'Sci-fi': 295, 'Third Person': 240, 'Multiplayer': 238, 'Gore': 196, 'Singleplayer': 182, 'Shooter': 181, 'Hack and Slash': 169, 'Games Workshop': 109, 'Co-op': 108, 'Dystopian ': 85, 'Atmospheric': 79, 'Adventure': 75, 'Futuristic': 62, 'Online Co-Op': 61, 'Story Rich': 60, 'Controller': 54, 'Great Soundtrack': 27}"
